index,image,carbs,fat,fibre,kcal,protein,salt,saturates,sugars
2387,recipe-image-legacy-id-1256463_9-93c0d0c.jpg,22.0,57.0,1.0,707.0,25.0,1.5,34.0,5.0
2389,recipe-image-legacy-id-1255481_9-a9993b5.jpg,27.0,13.0,6.0,262.0,9.0,0.7,4.0,8.0
2391,recipe-image-legacy-id-1214459_11-4eccdc4.jpg,34.0,15.0,3.0,321.0,10.0,0.8,6.0,8.0
2397,recipe-image-legacy-id-1237457_7-b9f7f9e.jpg,54.0,17.0,7.0,444.0,16.0,2.6,8.0,7.0
2398,recipe-image-legacy-id-1227451_8-a4f73b7.jpg,45.0,25.0,7.0,498.0,23.0,1.2,15.0,9.0
2399,recipe-image-legacy-id-740509_11-32e6d17.jpg,14.0,6.0,2.0,131.0,7.0,1.31,3.0,3.0
2401,recipe-image-legacy-id-624457_11-62e507c.jpg,30.0,45.0,2.0,583.0,18.0,0.98,25.0,3.0
2403,recipe-image-legacy-id-376547_11-a408aa7.jpg,32.0,12.0,1.0,261.0,9.0,0.9,7.0,2.0
2404,recipe-image-legacy-id-5367_11-918f775.jpg,14.0,25.0,1.0,336.0,12.0,0.63,15.0,4.0
2406,recipe-image-legacy-id-1119465_11-4aebb21.jpg,22.0,17.0,1.0,294.0,13.0,1.5,9.0,1.0
2407,recipe-image-legacy-id-1202495_11-3fdf46d.jpg,13.0,10.0,3.0,188.0,13.0,0.82,5.0,9.0
2409,gnocchi-with-mushrooms-ef4cba5.jpg,63.0,15.0,8.0,471.0,16.0,2.7,8.0,8.0
2411,recipe-image-legacy-id-4327_10-c878fb3.jpg,79.0,20.0,4.0,554.0,19.0,0.63,10.0,4.0
2415,recipe-image-legacy-id-68486_12-5e53c25.jpg,46.0,81.0,5.0,978.0,20.0,1.35,41.0,8.0
2420,recipe-image-legacy-id-160463_10-f672424.jpg,80.0,38.0,7.0,758.0,28.0,0.82,12.0,6.0
2423,recipe-image-legacy-id-407468_11-7fb134b.jpg,10.0,23.0,3.0,284.0,9.0,0.51,7.0,9.0
2432,recipe-image-legacy-id-365510_12-419139a.jpg,59.0,35.0,1.0,555.0,5.0,0.66,20.0,42.0
2433,recipe-image-legacy-id-659451_11-2aeee80.jpg,18.0,6.0,2.0,131.0,2.0,0.08,4.0,17.0
2437,recipe-image-legacy-id-424720_12-b8ffc96.jpg,57.0,26.0,1.0,474.0,7.0,0.77,15.0,37.0
2438,frozen-tropical-fruit-yogurt-0080ef3.jpg,15.0,3.0,1.0,98.0,2.0,0.1,2.0,14.0
2448,recipe-image-legacy-id-424468_12-22dc763.jpg,42.0,9.0,1.0,299.0,16.0,0.66,5.0,41.0
2449,recipe-image-legacy-id-1124519_11-99b0ec7.jpg,63.0,26.0,1.0,519.0,8.0,0.4,16.0,58.0
2451,recipe-image-legacy-id-464624_11-5823ab4.jpg,63.0,46.0,2.0,689.0,7.0,0.43,26.0,53.0
2453,recipe-image-legacy-id-693589_11-70a79e9.jpg,19.0,8.0,3.0,159.0,5.0,0.13,4.0,15.0
2456,recipe-image-legacy-id-320524_10-d1e01f5.jpg,22.0,7.0,2.0,150.0,2.0,0.33,4.0,18.0
2457,Healthy-apple-crunch-b15b94a.jpg,71.0,19.0,12.0,552.0,17.0,0.37,2.0,14.0
2458,recipe-image-legacy-id-1029452_10-563fda8.jpg,9.0,0.2,2.0,71.0,7.0,0.1,0.1,9.0
2459,ricepudding-e9878d1.jpg,32.0,4.0,1.0,200.0,8.0,0.2,2.0,8.0
2460,recipe-image-legacy-id-337565_11-c2569cf.jpg,15.0,10.0,2.0,167.0,4.0,0.12,5.0,11.0
2461,recipe-image-legacy-id-192616_11-414560f.jpg,56.0,6.0,7.0,276.0,3.0,0.14,3.0,16.0
2463,chocolate-chia-pudding-440-400-ed68a5f.jpg,9.0,7.0,7.0,130.0,4.0,0.3,1.0,6.0
2467,spicedroastapples-86face5.jpg,28.0,2.0,6.0,168.0,6.0,0.1,1.0,15.0
2469,recipe-image-legacy-id-339086_11-8e6b423.jpg,23.0,7.0,2.0,162.0,3.0,0.06,2.0,11.5
2471,recipe-image-legacy-id-15397_11-2e65a7c.jpg,69.0,7.0,2.0,363.0,11.0,0.26,2.0,53.0
2478,recipe-image-legacy-id-4146_12-d34ca29.jpg,42.0,22.0,2.0,388.0,5.0,0.52,12.0,31.0
2481,recipe-image-legacy-id-1069547_10-f1dcd02.jpg,75.0,16.0,6.0,447.0,6.0,0.33,9.0,45.0
2482,recipe-image-legacy-id-22870_12-c85bd34.jpg,47.0,18.0,2.0,356.0,4.0,0.58,8.0,10.7
2483,eves-pudding-a08d328.jpg,74.0,33.0,4.0,607.0,9.0,0.51,19.0,50.0
2484,recipe-image-legacy-id-5028_11-8399454.jpg,68.0,20.0,2.0,452.0,6.0,1.26,9.0,49.0
2486,recipe-image-legacy-id-803452_11-03d44c6.jpg,42.0,17.0,2.0,327.0,5.0,0.53,10.0,27.0
2488,recipe-image-legacy-id-393505_11-1dd0b92.jpg,56.0,19.0,3.0,395.0,4.0,0.02,12.0,33.0
2489,recipe-image-legacy-id-817454_10-a07734b.jpg,86.0,36.0,10.0,686.0,10.0,0.36,13.0,30.0
2493,recipe-image-legacy-id-374527_11-40394c8.jpg,25.0,4.0,2.0,127.0,1.0,0.07,2.0,24.0
2502,recipe-image-legacy-id-1213523_11-5612da6.jpg,51.0,30.0,2.0,524.0,11.0,0.9,11.0,32.0
2503,recipe-image-legacy-id-931471_11-08404b4.jpg,59.0,38.0,2.0,648.0,16.0,0.9,21.0,38.0
2504,recipe-image-legacy-id-1173515_12-b3483b2.jpg,67.0,53.0,3.0,793.0,8.0,0.3,37.0,47.0
2506,recipe-image-legacy-id-931464_10-af3cf9f.jpg,34.0,37.0,1.0,490.0,6.0,0.1,20.0,34.0
2507,recipe-image-legacy-id-617498_10-2ef597e.jpg,83.0,43.0,2.0,729.0,7.0,0.79,26.0,60.0
2508,recipe-image-legacy-id-517527_11-17ab321.jpg,66.0,92.0,3.0,1144.0,13.0,0.77,46.0,54.0
2509,recipe-image-legacy-id-143620_11-fb4db66.jpg,14.0,6.0,1.0,119.0,3.0,0.04,1.0,14.0
2510,recipe-image-legacy-id-1250510_8-28d9b7e.jpg,91.0,42.0,5.0,802.0,14.0,0.6,17.0,72.0
2511,recipe-image-legacy-id-21900_11-bd59661.jpg,39.0,36.0,2.0,487.0,4.0,0.43,22.0,27.0
2514,recipe-image-legacy-id-513643_11-94bdc8c.jpg,27.0,6.0,6.0,304.0,36.0,1.23,1.0,11.0
2515,greek-style-roast-fish-efd6bb8.jpg,42.0,13.0,6.0,388.0,23.0,0.4,2.0,11.0
2518,Fish-Tacos-1337495.jpg,48.0,36.0,11.0,665.0,33.0,1.6,10.0,7.0
2520,220413_COCONUT_FISH_CURRY_RICE__0185_111-9bc4186.jpg,63.0,19.0,6.0,497.0,16.0,2.1,8.0,10.0
2521,recipe-image-legacy-id-192662_12-669095c.jpg,7.0,4.0,1.0,172.0,27.0,1.11,1.0,6.0
2522,recipe-image-legacy-id-513528_11-91d8f56.jpg,39.0,19.0,3.0,534.0,47.0,0.79,4.0,5.0
2523,recipe-image-legacy-id-516487_12-72fb12b.jpg,31.0,8.0,4.0,305.0,28.0,0.71,1.0,2.0
2525,recipe-image-legacy-id-513547_11-afc4279.jpg,9.0,5.0,2.0,191.0,30.0,0.54,1.0,6.0
2531,recipe-image-legacy-id-1125472_10-edff0cd.jpg,52.0,6.0,7.0,416.0,37.0,1.0,1.0,15.0
2532,recipe-image-legacy-id-1287475_8-de1fa8e.jpg,31.0,12.0,3.0,336.0,26.0,0.4,6.0,4.0
2533,recipe-image-legacy-id-4167_11-80f40c7.jpg,16.0,10.0,3.0,273.0,31.0,1.33,1.0,6.0
2534,recipe-image-legacy-id-1034468_10-fc1d02a.jpg,33.0,15.0,9.0,404.0,35.0,0.6,4.0,12.0
2535,recipe-image-legacy-id-1202599_11-5c327b6.jpg,5.0,4.0,1.0,143.0,2.0,0.28,1.0,4.0
2536,recipe-image-legacy-id-327824_11-a478696.jpg,66.0,10.0,5.0,469.0,32.0,2.52,4.0,7.0
2539,Creamy-leek-cheddar-and-potato-fish-pie-a65c633.jpg,72.0,59.0,6.0,964.0,34.0,2.2,33.0,6.0
2542,fish-and-chip-pie-5c17e79.jpg,40.0,17.0,6.0,446.0,30.0,0.6,7.0,10.0
2543,fishpie-bf5d3eb.jpg,46.0,7.0,11.0,412.0,37.0,0.8,4.0,10.0
2546,fish-pie-with-shoestring-potato-7fce3a6.jpg,40.0,16.0,6.0,436.0,30.0,0.7,7.0,9.0
2547,recipe-image-legacy-id-1222485_11-1161047.jpg,37.0,18.0,6.0,449.0,33.0,0.8,6.0,5.0
2550,recipe-image-legacy-id-656503_11-ed46841.jpg,30.0,26.0,3.0,483.0,32.0,0.77,11.0,5.0
2553,recipe-image-legacy-id-2502_12-26298da.jpg,41.0,22.0,4.9,529.0,44.0,1.0,7.7,6.5
2555,recipe-image-legacy-id-560911_12-e1657a9.jpg,42.0,35.0,6.0,683.0,51.0,1.36,15.0,7.0
2556,recipe-image-legacy-id-189517_11-f0f0316.jpg,45.0,26.0,4.0,533.0,34.0,1.23,15.0,10.0
2557,recipe-image-legacy-id-800500_11-6e543cc.jpg,66.0,5.0,3.0,431.0,34.0,2.1,1.0,5.0
2559,Vegan-paella-e57539d.jpg,58.0,8.0,15.0,396.0,15.0,1.02,1.0,12.0
2560,recipe-image-legacy-id-1259716_8-50cfcd8.jpg,75.0,12.0,5.0,518.0,32.0,1.29,0.4,5.0
2562,seafood-paella-d41fe46.jpg,54.0,6.0,5.0,384.0,26.0,1.5,1.0,5.0
2563,recipe-image-legacy-id-9696_11-b9e2a97.jpg,50.0,9.0,2.0,347.0,20.0,1.19,2.0,3.0
2565,recipe-image-legacy-id-411594_11-da3025b.jpg,60.0,27.0,4.0,574.0,28.0,1.11,8.0,6.0
2566,paella_0-a1c619f.jpg,53.0,12.0,7.0,533.0,49.0,0.9,3.0,8.0
2567,easy-turkey-paella-50f7f4e.jpg,61.0,10.0,10.0,408.0,16.0,1.4,2.0,3.0
2570,smoked-paprika-paella-with-cod-peas-ed11502.jpg,55.0,9.0,11.0,481.0,38.0,0.4,1.0,14.0
2573,recipe-image-legacy-id-218528_10-9549ea2.jpg,58.0,7.0,7.0,369.0,23.0,1.05,1.0,6.0
2574,smoky-paprika-seafood-rice-4800594.jpg,63.0,14.0,4.0,556.0,32.0,1.7,2.0,4.0
2575,recipe-image-legacy-id-513592_11-ee6a645.jpg,59.0,7.0,4.0,356.0,19.0,0.85,2.0,7.0
2576,spanish-rice-with-squid-prawn-fennel-e8153a5.jpg,49.0,17.0,5.0,473.0,24.0,0.7,3.0,5.0
2577,recipe-image-legacy-id-872546_11-ffd7f9c.jpg,55.0,7.0,3.0,381.0,21.0,2.2,2.0,6.0
2578,recipe-image-legacy-id-1176455_12-a8594ad.jpg,33.0,13.0,5.0,397.0,34.0,1.0,5.0,4.0
2579,440-400-steamed-trout-with-mint-dill-dressing-f6dad6a.jpg,25.0,10.0,7.0,378.0,43.0,0.5,2.0,12.0
2580,Sardine-tomato-pasta-with-gremolata-5a4d85b.jpg,53.0,9.0,11.0,405.0,23.0,0.8,2.0,5.0
2582,mediterranean-fish-gratins-c17b32c.jpg,16.0,11.0,4.0,372.0,46.0,1.1,3.0,8.0
2583,Cod-and-Anchovy-Bake-9044624.jpg,35.0,12.0,8.0,408.0,35.0,1.7,4.0,13.0
2584,Cod-tagine-6950186.jpg,56.0,12.0,9.0,428.0,19.0,1.1,1.0,13.0
2585,cod-smashed-celeriac-1362cb5.jpg,7.0,19.0,12.0,326.0,26.0,0.8,3.0,5.0
2591,bouillebaisse-f4b8079.jpg,26.0,33.0,7.0,608.0,38.0,0.72,5.0,11.0
2592,seafood-tagine-9d76bb6.jpg,75.0,11.0,10.2,564.0,35.0,1.47,1.0,13.0
2593,thai-prawn-ginger-noodles-6ffc110.jpg,59.0,9.0,4.0,426.0,24.0,1.4,1.0,16.0
2594,440-400-cod-puttanesca-with-spinach-spaghetti-69452e6.jpg,45.0,10.0,11.0,443.0,36.0,0.9,1.0,11.0
2595,whole-bake-fish-6f64456.jpg,45.0,18.0,9.0,489.0,36.0,0.5,2.0,11.0
2596,Kedgeree-a8d6beb.jpg,61.0,18.0,9.0,542.0,30.0,1.2,3.0,6.0
2597,salmon_9-8ec47b9.jpg,8.0,12.0,3.0,243.0,24.0,1.0,2.0,7.0
2598,fish_1-8ae46b5.jpg,27.0,19.0,6.0,435.0,38.0,0.7,3.0,8.0
2599,baked-fish-8185523.jpg,16.0,7.0,7.0,257.0,33.0,0.9,1.0,9.0
2602,periperi-cc28b02.jpg,47.0,11.0,10.0,450.0,41.0,1.2,2.0,6.0
2604,recipe-image-legacy-id-663451_11-43ad8a6.jpg,12.0,7.0,2.0,189.0,19.0,0.91,2.0,2.0
2607,scandi-beetroot-salmon-pasta-c1efdcb.jpg,43.0,18.0,11.0,453.0,24.0,0.9,3.0,13.0
2614,recipe-image-legacy-id-338894_11-b7a16e5.jpg,31.0,5.0,5.0,238.0,19.0,0.96,1.0,3.0
2616,recipe-image-legacy-id-872594_11-6e4db8c.jpg,68.0,15.0,4.0,600.0,47.0,0.3,4.0,7.0
2617,recipe-image-legacy-id-693601_11-e3734a8.jpg,64.0,6.0,4.0,470.0,44.0,0.26,1.0,7.0
2618,recipe-image-legacy-id-684539_11-bf2a0f9.jpg,60.0,4.0,4.0,370.0,28.0,1.41,1.0,5.0
2619,recipe-image-legacy-id-374505_11-6d24795.jpg,51.0,7.0,4.0,292.0,10.0,0.02,1.0,3.0
2620,recipe-image-legacy-id-488626_11-feedcaa.jpg,63.0,7.0,12.0,379.0,20.0,0.96,1.0,8.0
2621,recipe-image-legacy-id-320575_11-4a87072.jpg,71.0,40.0,4.0,742.0,29.0,1.25,13.0,5.0
2622,recipe-image-legacy-id-5287_12-a470fff.jpg,64.0,17.0,4.0,476.0,21.0,0.5,3.0,8.0
2624,sausage-pasta_0-e514bde.jpg,42.0,17.0,3.0,383.0,16.0,1.2,5.0,5.0
2625,recipe-image-legacy-id-1071480_11-69e9831.jpg,82.0,10.0,3.0,527.0,24.0,0.6,2.0,16.0
2629,recipe-image-legacy-id-197477_10-8d45e07.jpg,67.0,21.0,5.0,539.0,25.0,1.01,12.0,7.0
2632,Turkey-Pasta-Bake-c5ac47a.jpg,53.0,21.0,6.0,578.0,41.0,1.2,8.0,10.0
2633,recipe-image-legacy-id-1178454_11-ae921b2.jpg,56.0,21.0,4.0,548.0,33.0,1.0,10.0,8.0
2641,recipe-image-legacy-id-51616_12-796faab.jpg,99.0,26.0,4.0,752.0,37.0,1.43,15.0,12.0
2642,Sausage-pasta-bake-f71108a.jpg,94.0,39.0,9.0,883.0,36.0,1.4,17.0,16.0
2647,Creamy-courgette-lasagne-e63aa0c.jpg,38.0,21.0,4.0,405.0,18.0,1.36,8.0,13.0
2653,recipe-image-legacy-id-991468_11-2f6016f.jpg,57.0,18.4,3.8,483.0,21.5,1.2,9.1,6.4
2654,Pea-and-ham-pasta-3af5250.jpg,88.0,37.0,11.0,1038.0,37.0,1.7,31.0,10.0
2656,recipe-image-legacy-id-197477_10-8d45e07.jpg,67.0,21.0,5.0,539.0,25.0,1.01,12.0,7.0
2657,Creamy-courgette-lasagne-e63aa0c.jpg,38.0,21.0,4.0,405.0,18.0,1.36,8.0,13.0
2664,440-400-spaghetti-puttanesca-with-red-beans-spinach-eedfae9.jpg,54.0,9.0,16.0,400.0,16.0,0.6,1.0,11.0
2667,Orecchiette-with-butter-beans-0872a01.jpg,73.0,5.0,8.0,422.0,16.0,0.02,1.0,6.0
2670,recipe-image-legacy-id-358635_10-ef2e9d8.jpg,51.0,11.0,2.0,349.0,15.0,0.82,4.0,2.0
2672,440-400-cod-puttanesca-with-spinach-spaghetti-69452e6.jpg,45.0,10.0,11.0,443.0,36.0,0.9,1.0,11.0
2675,recipe-image-legacy-id-1201764_10-83ccae9.jpg,62.0,7.0,5.0,346.0,12.0,0.35,1.0,7.0
2677,recipe-image-legacy-id-23176_12-f2c69cd.jpg,56.0,13.0,3.0,409.0,16.0,0.1,2.0,5.0
2678,recipe-image-legacy-id-922495_11-955ddcf.jpg,77.0,14.0,5.0,495.0,21.0,1.07,2.0,5.0
2679,440-400-pepper-lemon-spaghetti-with-basil-pine-nuts-ac2b524.jpg,54.0,18.0,11.0,473.0,17.0,0.1,2.0,6.0
2680,recipe-image-legacy-id-327851_12-fe9f808.jpg,53.0,11.0,8.0,384.0,21.0,1.38,5.0,6.0
2683,440-400-spaghetti-puttanesca-with-red-beans-spinach-eedfae9.jpg,54.0,9.0,16.0,400.0,16.0,0.6,1.0,11.0
2684,recipe-image-legacy-id-591456_11-0f62a3f.jpg,77.0,38.0,4.0,791.0,41.0,1.4,12.0,7.0
2686,fennel-spaghetti-96b0208.jpg,51.0,7.0,7.0,321.0,10.0,0.6,1.0,4.0
2687,recipe-image-legacy-id-1473_11-985bbce.jpg,79.0,22.0,5.0,572.0,19.0,1.08,5.0,7.0
2688,recipe-image-legacy-id-320470_10-3a6a26b.jpg,21.0,22.0,2.0,324.0,13.0,0.68,8.0,5.0
2689,recipe-image-legacy-id-925484_10-cab6e79.jpg,62.0,11.0,5.0,440.0,23.0,1.4,2.0,4.0
2690,recipe-image-legacy-id-328027_11-e97a30a.jpg,80.0,24.0,5.0,639.0,31.0,1.14,11.0,8.0
2693,recipe-image-legacy-id-5308_12-97d7cdd.jpg,65.0,11.0,2.0,536.0,49.0,1.06,2.0,8.0
2696,chicken-fajitas-2-d7172f8.jpg,50.0,20.0,8.0,494.0,25.0,1.49,4.0,9.0
2699,Chicken-skewers-with-broad-bean-hummus-8dce2e1.jpg,27.0,12.0,19.0,475.0,56.0,0.2,2.0,9.0
2702,Chicken-shawarma-salad--2e6dcda.jpg,11.0,18.0,7.0,366.0,36.0,0.3,3.0,10.0
2704,chickenbean-enchiladas-1044331.jpg,54.0,12.0,12.0,484.0,34.0,1.4,5.0,14.0
2706,chicken-curry-9117113.jpg,7.0,8.0,2.0,264.0,40.0,0.7,1.0,3.0
2708,Healthy-chicken-stir-fry-02a0a0f.jpg,47.0,13.0,10.0,465.0,35.0,1.3,1.0,15.0
2709,chickensweet-potato-curry-86a5ed8.jpg,59.0,12.0,8.0,485.0,31.0,0.4,6.0,11.0
2714,recipe-image-legacy-id-513635_11-975dc34.jpg,27.0,10.0,8.0,339.0,36.0,0.5,3.0,12.0
2716,slow-cooker-chicken-casserole-1172edc.jpg,30.0,9.0,6.0,382.0,41.0,0.88,3.0,7.0
2717,recipe-image-legacy-id-192693_11-a5d83e6.jpg,24.0,9.0,11.0,291.0,30.0,0.66,2.0,9.0
2718,recipe-image-legacy-id-513710_11-4471483.jpg,23.0,10.0,6.0,326.0,39.0,0.82,2.0,15.0
2719,Chicken-chasseur-41ef293.jpg,7.0,28.0,2.0,439.0,35.0,1.11,10.0,6.0
2723,recipe-image-legacy-id-1096468_12-76a4839.jpg,3.0,13.0,3.0,260.0,32.0,0.9,3.0,1.0
2724,recipe-image-legacy-id-1068489_11-2da4c12.jpg,6.0,5.0,2.0,203.0,35.0,0.37,1.0,4.0
2727,moroccan-chicken-stew-2f0a4e9.jpg,20.0,20.0,7.0,348.0,18.0,0.6,5.0,16.0
2729,summer-chicken-stew-db5129f.jpg,33.0,15.0,13.0,436.0,36.0,0.3,3.0,10.0
2730,lighter-chicken-cacciatore-c94e376.jpg,6.9,6.2,2.7,262.0,38.7,1.0,1.3,5.2
2731,lemony-chicken-stew-with-giant-couscous-e50fd3b.jpg,48.0,9.0,5.0,415.0,33.0,1.6,2.0,18.0
2734,recipe-image-legacy-id-513564_10-759d8b1.jpg,6.0,12.0,2.0,298.0,43.0,2.65,4.0,2.0
2738,recipe-image-legacy-id-7372_11-76964fd.jpg,18.0,3.0,2.0,144.0,13.0,0.4,1.0,3.0
2739,recipe-image-legacy-id-364491_12-23f51ee.jpg,10.0,5.0,1.0,173.0,23.0,0.35,10.0,1.0
2740,recipe-image-legacy-id-539_11-c1b3fbe.jpg,24.0,16.0,6.0,377.0,31.0,1.28,2.0,8.0
2745,honey-mustard-chicken-thighs-with-spring-veg-6cee676.jpg,36.0,30.0,7.0,571.0,37.0,0.8,7.0,12.0
2746,Chicken-udon-809159e.jpg,0.151,9.0,8.0,428.0,31.0,1.5,2.0,12.0
2748,Chicken-and-chorizo-one-pan-ec4788d.jpg,31.0,10.0,4.0,316.0,23.0,1.0,3.0,5.0
2751,Spanish-Chicken-96abb56.jpg,19.0,37.0,9.0,567.0,35.0,2.74,10.0,10.0
2754,One-pan-piri-piri-chicken-dinner-1489950.jpg,31.0,30.0,6.0,571.0,42.0,1.8,7.0,13.0
2757,Lemon-and-herb-chicken-traybake-9bff51c.jpg,56.0,27.0,13.0,666.0,42.0,0.3,6.0,10.0
2763,roast-chicken-thighs-with-brown-rice-salsa-verde-6d23d73.jpg,29.0,19.0,5.0,423.0,31.0,1.1,3.0,1.0
2764,Chicken-chilli-con-carne-4f4e606.jpg,22.0,16.0,10.0,346.0,23.0,0.5,4.0,8.0
2767,recipe-image-legacy-id-1035610_10-f38e2ab.jpg,16.0,32.0,8.0,571.0,42.0,1.47,10.0,15.0
2769,recipe-image-legacy-id-513689_11-f809510.jpg,26.0,23.0,6.0,562.0,58.0,1.5,8.0,20.0
2774,recipe-image-legacy-id-1217464_11-3f4c69f.jpg,19.0,22.0,4.0,467.0,51.0,1.4,7.0,16.0
2776,recipe-image-legacy-id-513511_11-0d2b39e.jpg,18.0,18.0,4.0,400.0,43.0,1.2,5.0,8.0
2798,recipe-image-legacy-id-1284456_8-1bb16c1.jpg,20.0,36.0,6.0,568.0,39.0,0.9,14.0,17.0
2800,recipe-image-legacy-id-889489_11-a3042a1.jpg,33.2,36.5,0.2,561.0,26.3,0.3,12.2,4.2
2801,recipe-image-legacy-id-659579_11-10ba537.jpg,2.0,35.0,1.0,473.0,37.0,0.66,16.0,1.0
2802,recipe-image-legacy-id-513788_11-8c39795.jpg,46.0,48.0,4.0,754.0,36.0,0.34,21.0,4.0
2803,recipe-image-legacy-id-513559_10-8d3d5d6.jpg,50.0,27.0,6.0,610.0,44.0,1.15,7.0,9.0
2804,recipe-image-legacy-id-356518_11-edb81df.jpg,12.0,32.0,5.0,435.0,27.0,0.27,14.0,10.0
2805,recipe-image-legacy-id-339027_11-b6f31e5.jpg,44.0,32.0,5.0,606.0,34.0,0.7,13.0,13.0
2807,recipe-image-legacy-id-265613_11-21bf090.jpg,23.0,41.0,6.0,633.0,44.0,1.3,16.0,3.0
2810,recipe-image-legacy-id-9601_12-7907a8e.jpg,7.0,34.0,4.0,453.0,31.0,0.22,13.0,3.0
2811,recipe-image-legacy-id-9643_11-fe8ed02.jpg,30.0,26.0,9.0,521.0,44.0,1.03,8.0,8.0
2815,Oven-Baked-Pork-Chops-2dfeaea.jpg,67.0,38.0,7.0,805.0,46.0,1.69,10.0,31.0
2820,recipe-image-legacy-id-993689_11-21b5ae6.jpg,33.0,45.0,7.0,691.0,38.0,0.7,15.0,5.0
2821,recipe-image-legacy-id-911566_11-1329f19.jpg,6.0,36.0,3.0,473.0,32.0,1.1,10.0,4.0
2823,recipe-image-legacy-id-494495_12-16f2358.jpg,13.0,14.0,1.0,324.0,36.0,0.56,6.0,1.0
2824,recipe-image-legacy-id-365468_11-fc6a740.jpg,15.0,47.0,3.0,655.0,44.0,0.54,18.0,3.0
2829,recipe-image-legacy-id-4160_11-4f17509.jpg,11.0,25.0,5.0,417.0,38.0,0.43,8.0,9.0
2830,recipe-image-legacy-id-5472_12-4faaeac.jpg,2.0,41.0,1.0,487.0,27.0,0.51,13.0,2.0
2839,beeflasagne-101bf4f.jpg,46.0,12.0,9.0,448.0,33.0,0.71,6.0,19.0
2841,recipe-image-legacy-id-1074465_10-0f090a9.jpg,40.0,34.0,4.0,600.0,37.0,1.15,16.0,7.0
2843,recipe-image-legacy-id-1074470_11-d3b9327.jpg,33.0,9.0,3.0,299.0,23.0,1.59,2.0,5.0
2845,recipe-image-legacy-id-1074456_10-1a5351d.jpg,13.0,12.0,4.0,295.0,34.0,0.87,4.0,11.0
2847,hearty-lentil-one-pot-440-400-20ecfad.jpg,66.0,11.0,17.0,485.0,21.0,0.4,1.0,16.0
2848,singapore-noodles-0cd04ed.jpg,47.0,7.0,6.0,288.0,7.0,0.9,1.0,6.0
2851,Vegan-Biryani-b5b7147.jpg,70.0,16.0,12.0,500.0,14.0,1.02,2.0,20.0
2852,noodles-99a7139.jpg,21.0,15.0,4.0,248.0,5.0,0.7,2.0,6.0
2853,Vegan-carbonara-ebf05ee.jpg,63.0,15.0,12.0,499.0,22.0,1.07,3.0,3.0
2855,Lentil-and-sweet-potato-cottage-pie-75d994c.jpg,49.0,10.0,14.0,374.0,9.0,1.0,4.0,26.0
2860,Giant-Couscous-Salad-With-Charred-Veg-Tangy-Pesto-aea3737.jpg,62.0,15.0,10.0,461.0,16.0,0.2,2.0,16.0
2862,corn-and-split-pea-chowder-440-400-1941cb2.jpg,53.0,9.0,18.0,395.0,17.0,0.4,4.0,11.0
2863,Aubergine-and-sesame-dan-dan-style-noodles-36ab6a2.jpg,71.0,24.0,17.0,606.0,19.0,4.0,4.0,18.0
2864,vegan-cauli-cheese-12f14ea.jpg,36.0,23.0,9.0,456.0,21.0,1.0,11.0,9.0
2865,440-400-egyptian-courgettes-with-dukkah-sprinkle-a304ddf.jpg,26.0,10.0,12.0,271.0,13.0,0.14,1.0,15.0
2866,Portobello-Jackfruit-Burger-9ff5f68.jpg,67.0,12.0,12.0,416.0,15.0,0.41,1.0,23.0
2867,Coconut-and-corn-curry-3ef570b.jpg,57.0,14.0,14.0,473.0,24.0,0.1,6.0,11.0
2868,vegan-chilli-be48585.jpg,48.0,10.0,17.0,367.0,12.0,0.6,2.0,22.0
2870,recipe-image-legacy-id-326597_11-b7385b9.jpg,18.0,8.0,3.0,161.0,6.0,0.4,1.0,1.0
2873,Vegan-leek-and-potato-soup-42fb8de.jpg,23.0,5.0,5.0,170.0,5.0,0.5,1.0,4.0
2874,spinach-sweet-potato-and-lentil-dhal-be8fae5.jpg,65.0,5.0,11.0,397.0,18.0,0.6,1.0,19.0
2878,vegan-shepherds-pie-d0ee305.jpg,43.0,11.0,13.0,348.0,11.0,0.5,1.0,10.0
2879,carrot-and-coriander-soup-recipe-e71fd8f.jpg,19.0,4.0,5.0,115.0,3.0,0.46,1.0,12.0
2880,recipe-image-legacy-id-339051_11-3366b35.jpg,15.0,15.0,3.0,212.0,5.0,0.71,9.0,5.0
2881,chocolate-chia-pudding-440-400-ed68a5f.jpg,9.0,7.0,7.0,130.0,4.0,0.3,1.0,6.0
2882,kidney-bean-curry-f8e0b17.jpg,33.0,8.0,14.0,282.0,13.0,0.1,1.0,13.0
2883,recipe-image-legacy-id-1202592_11-73d208f.jpg,36.0,9.0,9.0,246.0,12.0,0.52,1.0,19.0
2885,Vegan-Biryani-b5b7147.jpg,70.0,16.0,12.0,500.0,14.0,1.02,2.0,20.0
2888,avocado-houmous-crudites-54e1ffe.jpg,28.0,17.0,15.0,335.0,10.0,0.2,3.0,15.0
2889,Alu-tamatar-masala-7257e00.jpg,41.0,6.0,5.0,252.0,5.0,1.3,1.0,5.0
2891,recipe-image-legacy-id-338728_11-1ed1b41.jpg,45.0,6.0,6.0,240.0,4.0,0.56,3.0,15.0
2893,Vegan-leek-and-potato-soup-42fb8de.jpg,23.0,5.0,5.0,170.0,5.0,0.5,1.0,4.0
2894,carrot-and-coriander-soup-recipe-e71fd8f.jpg,19.0,4.0,5.0,115.0,3.0,0.46,1.0,12.0
